목적지명,목적지X좌표,목적지Y좌표,목적지시군구명,목적지읍면동명,대분류,중분류,소분류,방문건수
부여요양병원,126.987327070685,36.330604742245,부여군,부여읍,의료편의,의료시설,요양병원,10
부여육종,126.897086144083,36.207368269839,부여군,임천면,기업/단체,업종별기업,업종별기업기타,12
부여이비인후과의원,126.90956985954438,36.28191404177875,부여군,부여읍,의료편의,의료시설,의원,34
부여자온대펜션,126.88890477204212,36.2720003790633,부여군,규암면,여행/레저,숙박,펜션,14
부여장로교회,126.91347292809,36.2839152015645,부여군,부여읍,생활편의,종교,교회시설,7
부여장수요양원,126.786068076524,36.226143299964,부여군,홍산면,의료편의,기타의료시설,요양원,13
부여전통한옥펜션,126.93309300122696,36.30633897798154,부여군,부여읍,여행/레저,숙박,펜션,35
부여정림사지,126.913250761082,36.2797490081823,부여군,부여읍,여행/레저,관광명소,문화유적지,59
부여정원요양원,126.892142281196,36.1904535005389,부여군,임천면,의료편의,기타의료시설,요양원,5
부여정한옥게스트하우스,126.923610856758,36.2908033625029,부여군,부여읍,여행/레저,숙박,게스트하우스,6
부여종합운동장,126.864755081138,36.2788877254935,부여군,규암면,여행/레저,레저/스포츠,운동장/체육관,227
부여종합운동장테니스장,126.86225806319656,36.27856979974207,부여군,규암면,여행/레저,레저/스포츠,테니스,18
부여중앙성결교회,126.910112154822,36.2793323714603,부여군,부여읍,생활편의,종교,교회시설,25
부여중앙시장,126.9120530210438,36.28191823435287,부여군,부여읍,쇼핑,시장,재래시장,448
부여청담병원,126.97838343730452,36.328799341818446,부여군,부여읍,의료편의,의료시설,일반병원,6
부여청소년문화의집,126.917222635335,36.2791379888308,부여군,부여읍,여행/레저,레저/스포츠,수련장,3
부여초동펜션,126.853839401068,36.27702676593,부여군,규암면,여행/레저,숙박,펜션,8
부여축협가축시장,126.78765485875392,36.22297369592288,부여군,남면,쇼핑,시장,농수축산물시장,22
부여칼국수,126.9120952130528,36.28284677675569,부여군,부여읍,생활편의,음식점,한식,17
부여한옥펜션,126.92519469886258,36.2907816628695,부여군,부여읍,여행/레저,숙박,펜션,3
부여할매순대,126.907890132781,36.2790268383134,부여군,부여읍,생활편의,음식점,분식,7
부여향교,126.915102,36.2804078,부여군,부여읍,여행/레저,관광명소,문화유적지,3
부여효요양병원,127.049349898169,36.2655291710967,부여군,초촌면,의료편의,의료시설,일반병원,8
부여효요양원,127.007492652768,36.2484475450428,부여군,석성면,의료편의,기타의료시설,요양원,3
불교문화원,126.908806702356,36.2808599679674,부여군,부여읍,생활편의,종교,절,3
붉닭발동대문엽기떡볶이/충남부여점,126.912473039697,36.281248833017,부여군,부여읍,생활편의,음식점,분식,7
비당교회,127.019408409478,36.2311718003818,부여군,석성면,생활편의,종교,교회시설,6
비비비,126.9449280485096,36.29529842343314,부여군,부여읍,생활편의,카페,카페기타,43
비비비,126.94529760862572,36.29531312091584,부여군,부여읍,생활편의,카페,카페기타,83
비엠에스,126.889892131109,36.2320043148339,부여군,장암면,기업/단체,업종별기업,업종별기업기타,6
빽다방/충남부여점,126.91243816334878,36.28091524356349,부여군,부여읍,생활편의,카페,커피전문점,70
사또국밥,126.916139394537,36.2795823766153,부여군,부여읍,생활편의,음식점,한식,18
사랑나무,126.89964155499108,36.19759161871384,부여군,임천면,여행/레저,관광명소,촬영지,426
사랑나무돈까스,126.8918532663431,36.1906778700522,부여군,임천면,생활편의,음식점,전문음식점,76
사랑나무소희네/[한식],126.8932777,36.1629245,부여군,임천면,생활편의,음식점,한식,3
사랑노인요양원,126.88703089637866,36.27669365460938,부여군,규암면,의료편의,기타의료시설,요양원,3
사바랭,126.9138967465866,36.272702909203645,부여군,부여읍,생활편의,카페,카페기타,14
사비궁,126.90663087116168,36.307388708410826,부여군,규암면,여행/레저,관광명소,관광명소기타,3
사비그리고달,126.90258444704664,36.270167353362,부여군,부여읍,여행/레저,숙박,게스트하우스,3
사비도성/가상체험관,126.912306352629,36.2853872496046,부여군,부여읍,여행/레저,관광명소,관광명소기타,16
사비면옥,126.912973042496,36.2756939129247,부여군,부여읍,생활편의,음식점,한식,185
사비문,127.000409976293,36.2452256495915,부여군,석성면,여행/레저,관광명소,문화유적지,3
사비아구,126.90725566539489,36.277848351205805,부여군,부여읍,생활편의,음식점,한식,9
사비한옥,126.92347419831788,36.2915083579,부여군,부여읍,여행/레저,숙박,펜션,21
사비향,126.913028616258,36.272972001006,부여군,부여읍,생활편의,음식점,한식,115
산들애,126.88311488115724,36.240836605098224,부여군,장암면,생활편의,음식점,한식,3
삼성광고인쇄,126.918889115501,36.2836374856614,부여군,부여읍,기업/단체,업종별기업,업종별기업기타,3
삼오식당,126.990105516142,36.2242002064933,부여군,석성면,생활편의,음식점,한식,3
삼용1리마을회관,126.785568197594,36.2169221250037,부여군,남면,기업/단체,사회시설,회관,3
삼원낚시레저,126.905973641489,36.2784435607303,부여군,부여읍,여행/레저,레저/스포츠,낚시,3
삼일씨엔에스/부여공장,126.8697550920542,36.22486612713293,부여군,장암면,기업/단체,업종별기업,건설업,47
삼정식당,126.9195557254954,36.28333196862744,부여군,부여읍,생활편의,음식점,한식,174
상운반점/[중식],126.911028754395,36.2776381250945,부여군,부여읍,생활편의,음식점,중식,19
상하이/[중식],126.91017248084604,36.28473003337426,부여군,부여읍,생활편의,음식점,중식,15
서동공원,126.911584313687,36.2713888399188,부여군,부여읍,여행/레저,관광명소,공원,25
서동맛고을,126.914500682791,36.2758883437473,부여군,부여읍,생활편의,음식점,한식,6
서동사우나,126.8788971,36.2752551,부여군,규암면,생활편의,생활서비스,목욕탕/사우나,63
서동선화한옥,126.927471616012,36.291803270204,부여군,부여읍,여행/레저,숙박,펜션,28
서동요오픈세트장,126.82367652048136,36.14484720175128,부여군,충화면,여행/레저,관광명소,촬영지,148
서동요출렁다리,126.826176322201,36.1419864296564,부여군,충화면,여행/레저,관광명소,관광명소기타,4
서동한우/규암직영점,126.86109414622469,36.279426953956005,부여군,규암면,생활편의,음식점,한식,48
서동한우/본점,126.915444982045,36.283081974145,부여군,부여읍,생활편의,음식점,한식,235
서울연합내과의원,126.911528682062,36.280915532377,부여군,부여읍,의료편의,의료시설,의원,17
서울오치과의원,126.911306482906,36.2805266865375,부여군,부여읍,의료편의,의료시설,의원,3
서울정형외과의원,126.90956824922608,36.28162829093624,부여군,부여읍,의료편의,의료시설,의원,40
서울청과,126.908501181291,36.2799989532211,부여군,부여읍,쇼핑,음식료,음식료기타,6
서진기계,127.003020738329,36.2588630010091,부여군,석성면,기업/단체,업종별기업,철강 금속,19
석가든,126.7038145758264,36.30347223274332,부여군,외산면,생활편의,음식점,한식,3
석담아구,126.90960429286996,36.2788376065363,부여군,부여읍,생활편의,음식점,한식,3
석성향교,126.9903708271268,36.22793528872418,부여군,석성면,여행/레저,관광명소,문화유적지,3
석촌해물칼국수,126.922083277814,36.2834153065906,부여군,부여읍,생활편의,음식점,한식,3
선진기업,127.013242011762,36.2635847434574,부여군,석성면,기업/단체,업종별기업,업종별기업기타,4
설빙/충남부여점,126.91242578876592,36.28194000435259,부여군,부여읍,생활편의,카페,카페기타,22
성모안과의원,126.910778753472,36.2803600359081,부여군,부여읍,의료편의,의료시설,의원,8
성요셉연합의원,126.91080307693976,36.2795784349898,부여군,부여읍,의료편의,의료시설,의원,25
성천씨엠에스,127.007159200732,36.2656955799307,부여군,초촌면,기업/단체,업종별기업,기계,3
세도성광침례교회,126.946276551025,36.1681507819117,부여군,세도면,생활편의,종교,교회시설,3
세븐일레븐/부여롯데아울렛점,126.902112628434,36.307273588254,부여군,규암면,쇼핑,대형유통점,편의점,3
세븐일레븐/부여리조트점,126.900557239391,36.3039684006024,부여군,규암면,쇼핑,대형유통점,편의점,3
세븐일레븐/부여세도중앙점,126.94831377051088,36.16941589953167,부여군,세도면,쇼핑,대형유통점,편의점,10
세이제전원카페,126.837729035251,36.3583785153729,부여군,은산면,생활편의,카페,음악카페,3
셀프옛장어구이,126.8862472742577,36.27033677096978,부여군,규암면,생활편의,음식점,전문음식점,3
소담,126.915500560324,36.2798323445794,부여군,부여읍,생활편의,음식점,한식,5
소담돈까스,126.769680152685,36.2853031376168,부여군,내산면,생활편의,음식점,전문음식점,42
솔내음,126.90891776082378,36.28588717375132,부여군,부여읍,생활편의,음식점,한식,283
송정그림책마을,126.8305648616868,36.137125895284726,부여군,양화면,여행/레저,관광명소,관광명소기타,7
수도산기도원,126.7838297600976,36.18480636172134,부여군,충화면,생활편의,종교,교회시설,5
수북로1945,126.88753515788056,36.272212596283424,부여군,규암면,생활편의,카페,카페기타,67
수북정,126.890502821155,36.2753604924263,부여군,규암면,여행/레저,관광명소,문화유적지,3
수약국,126.910806545317,36.2784158130587,부여군,부여읍,의료편의,기타의료시설,약국,3
수월옥,126.888558575027,36.2723608232733,부여군,규암면,생활편의,카페,카페기타,16
순영이네분식,126.90950595181248,36.2805140510261,부여군,부여읍,생활편의,음식점,분식,3
스카이모텔,126.91175272789836,36.2788480819883,부여군,부여읍,여행/레저,숙박,모텔/여관,3
스타박스,126.913667418822,36.2764438313894,부여군,부여읍,생활편의,문화생활시설,극장,3
스타펠리스,126.90902890576454,36.28074887074937,부여군,부여읍,여행/레저,숙박,모텔/여관,5
스핀당구장,126.907001330953,36.2780824964715,부여군,부여읍,여행/레저,레저/스포츠,당구장,3
승진철물건재공구상사,126.843451555878,36.2628061061722,부여군,규암면,생활편의,생활서비스,철물점,3
시골뚜부,126.89502331118632,36.3015433731007,부여군,규암면,생활편의,음식점,한식,138
시골막국수,126.848117388006,36.3125226897014,부여군,은산면,생활편의,음식점,한식,19
시골아낙,126.913584124313,36.2727498071868,부여군,부여읍,생활편의,음식점,한식,20
시골통닭,126.91161387734525,36.28202002972837,부여군,부여읍,생활편의,음식점,치킨,573
신동엽문학관,126.909334460368,36.2776658902617,부여군,부여읍,생활편의,문화생활시설,문화생활시설기타,46
신리교회,126.896307645774,36.300635423305,부여군,규암면,생활편의,종교,교회시설,4
신리보건진료소,126.89805751162532,36.29810794324152,부여군,규암면,의료편의,의료시설,보건소/지소,12
신선한옥펜션,126.92384462910968,36.29108208907654,부여군,부여읍,여행/레저,숙박,펜션,10
신안2리노인회관,126.727823563853,36.1887861261159,부여군,옥산면,기업/단체,사회시설,사회복지시설,3
신전떡볶이/부여점,126.91169188311466,36.28052820436322,부여군,부여읍,생활편의,음식점,분식,6
신포우리만두/부여점,126.9110088,36.2813071,부여군,부여읍,생활편의,음식점,분식,3
쌀굽당,126.911028717067,36.282026514159,부여군,부여읍,생활편의,카페,카페기타,6
쌈마름,126.914500622285,36.2829986450309,부여군,부여읍,생활편의,음식점,전문음식점,18
쏙닭쏙닭,126.891197910129,36.191703353114,부여군,임천면,생활편의,음식점,치킨,4
아리랑모텔,126.9117786784993,36.27872133923864,부여군,부여읍,여행/레저,숙박,모텔/여관,85
아빠학교엄마교실,126.818286579308,36.3279652087656,부여군,은산면,생활편의,문화생활시설,박물관/기념관,3
아우네식당,126.987854801526,36.330604745231,부여군,부여읍,생활편의,음식점,한식,3
아이들마음소아청소년과의원,126.90966143087552,36.280615872015474,부여군,부여읍,의료편의,의료시설,의원,3
안면도아구꽃게찜,126.911862001588,36.279054635076,부여군,부여읍,생활편의,음식점,전문음식점,3
알토란 한식뷔페,126.918972523958,36.2739441456774,부여군,부여읍,생활편의,음식점,부페,3
앳267,126.91077782986925,36.27236121796719,부여군,부여읍,생활편의,카페,카페기타,86
양가네양꼬치/부여점,126.92104199327925,36.282292096654245,부여군,부여읍,생활편의,술집,꼬치전문점,6
양만타조개나라,126.91104445314568,36.28387330817918,부여군,부여읍,생활편의,음식점,전문음식점,14
양평해장국,126.909084496762,36.2759994120023,부여군,부여읍,생활편의,음식점,한식,3
어썸696,126.854422396131,36.3109117971458,부여군,은산면,생활편의,카페,카페기타,3
억새정원,126.9043667119958,36.26497657066293,부여군,부여읍,여행/레저,숙박,펜션,6
엄가네곰탕,126.91016766101828,36.28455399924709,부여군,부여읍,생활편의,음식점,한식,103
에펠제과,126.9107881,36.2807594,부여군,부여읍,생활편의,음식점,제과점,53
엘리제,126.91186199261,36.2801100704214,부여군,부여읍,여행/레저,숙박,모텔/여관,8
여성문화회관,126.910973220783,36.2756383525437,부여군,부여읍,기업/단체,사회시설,회관,3
여호와의증인의왕국회관,126.910723258121,36.2738607758201,부여군,부여읍,생활편의,종교,종교기타,6
연꽃이야기,126.9065461,36.268563,부여군,부여읍,생활편의,음식점,한식,190
연꽃향/[한식],126.91317880274204,36.27392950540751,부여군,부여읍,생활편의,음식점,한식,11
연잎담,126.9012143,36.2748273,부여군,부여읍,생활편의,음식점,한식,98
영일루,126.887808627358,36.2740550705796,부여군,규암면,생활편의,음식점,한식,10
예수교대한성결교회성흥교회,126.913084684315,36.2119233957129,부여군,장암면,생활편의,종교,교회시설,3
옛날통닭,126.91100096822096,36.27891575720173,부여군,부여읍,생활편의,음식점,치킨,25
오대양횟집,126.913139651579,36.2807211190645,부여군,부여읍,생활편의,음식점,전문음식점,6
오두막집,126.908612233856,36.2857205243626,부여군,부여읍,생활편의,음식점,분식,3
오석산정신요양원,126.952025089314,36.2799991966219,부여군,부여읍,의료편의,기타의료시설,요양원,4
오수리회관,126.890058230244,36.297274660266,부여군,규암면,기업/단체,사회시설,사회복지시설,3
오주문구사,126.912473067107,36.2780269777516,부여군,부여읍,쇼핑,문화용품,문구/화방,3
옥곡교회,126.84064700046,36.1731218558084,부여군,임천면,생활편의,종교,교회시설,5
옥산보건지소,126.73365919108436,36.19182585729776,부여군,옥산면,의료편의,의료시설,보건소/지소,3
옥산저수지,126.72871230799144,36.19678522021271,부여군,옥산면,여행/레저,관광명소,저수지,16
온해교회,126.750154001037,36.2987181685085,부여군,내산면,생활편의,종교,교회시설,3
올리브영/충남부여점,126.910251015061,36.2812488206219,부여군,부여읍,쇼핑,생활용품,드럭스토어,37
왕곰탕,126.91191752361206,36.28241536371704,부여군,부여읍,생활편의,음식점,한식,105
외산마트,126.704435812678,36.3031340827709,부여군,외산면,쇼핑,슈퍼/마트,슈퍼/마트 기타,3
용골가든,126.940275998278,36.2958584355733,부여군,부여읍,생활편의,음식점,한식,12
우리약국,126.889225158407,36.2751938376379,부여군,규암면,의료편의,기타의료시설,약국,3
우리할매떡볶이/부여점,126.91996027311984,36.28369192350354,부여군,부여읍,생활편의,음식점,분식,9
울암2리마을회관,126.786928797332,36.2638056815786,부여군,내산면,기업/단체,사회시설,회관,3
원당교회,126.860867812963,36.1267661278307,부여군,양화면,생활편의,종교,교회시설,3
원문침례교회,126.881615069767,36.2342817874962,부여군,장암면,생활편의,종교,교회시설,3
원칼국수,126.75837923297227,36.21508151807394,부여군,홍산면,생활편의,음식점,한식,3
원할머니보쌈족발/충남부여점,126.91125090487807,36.28374854147996,부여군,부여읍,생활편의,음식점,전문음식점,3
월함지한옥,126.923999707039,36.291275533116,부여군,부여읍,여행/레저,숙박,전통숙소,3
유사장직화구이,126.909528826103,36.2848872910528,부여군,부여읍,생활편의,음식점,한식,3
윤가네바지락칼국수/부여점,126.92363074620351,36.28235424862055,부여군,부여읍,생활편의,음식점,한식,3
율가가,126.908945536368,36.285859399292,부여군,부여읍,생활편의,카페,카페기타,20
은산2농공단지,126.839284923976,36.3026626533744,부여군,은산면,기업/단체,산업시설,농공단지,3
은산대동국수,126.85219220231494,36.30880883553221,부여군,은산면,쇼핑,음식료,음식료기타,3
은산종합할인마트,126.854839023137,36.3112173201937,부여군,은산면,쇼핑,슈퍼/마트,슈퍼/마트 기타,3
은혜약국,126.910306593551,36.2779714164404,부여군,부여읍,의료편의,기타의료시설,약국,3
은혜의집,126.696604116049,36.1889526056584,부여군,옥산면,기업/단체,사회시설,사회복지시설,3
이디야커피/부여규암점,126.887030951207,36.2702221694774,부여군,규암면,생활편의,카페,커피전문점,29
이디야커피/부여중앙점,126.910778727008,36.2834707927038,부여군,부여읍,생활편의,카페,커피전문점,29
이마트24/부여궁남지점,126.910723259774,36.2736663535181,부여군,부여읍,쇼핑,대형유통점,편의점,4
이마트24/부여규암점,126.860727729575,36.2708330651409,부여군,규암면,쇼핑,대형유통점,편의점,8
이마트24/부여성인점,126.890947933034,36.1916200278803,부여군,임천면,쇼핑,대형유통점,편의점,4
이바돔감자탕/부여점,126.90764660284594,36.27891032363452,부여군,부여읍,생활편의,음식점,한식,10
이스코인더스트리,126.833229262117,36.378848377893,부여군,은산면,기업/단체,업종별기업,비금속 광물,7
이스코인더스트리/부여공장,126.998548684793,36.285443282999,부여군,초촌면,기업/단체,업종별기업,제조업,3
이차돌/부여점,126.90625857145191,36.27690988533554,부여군,부여읍,생활편의,음식점,한식,3
임금님숯불갈비,126.911695358954,36.2779714241851,부여군,부여읍,생활편의,음식점,한식,3
임천농공단지,126.910224233129,36.1637621922968,부여군,임천면,기업/단체,산업시설,농공단지,10
임천보건지소,126.8937812324707,36.18660806900003,부여군,임천면,의료편의,의료시설,보건소/지소,3
자담치킨/부여점,126.91075678872204,36.27367359042033,부여군,부여읍,생활편의,음식점,치킨,4
자연애마트,126.920194558762,36.2831930991243,부여군,부여읍,쇼핑,슈퍼/마트,슈퍼/마트 기타,20
자온길,126.888836315867,36.273805104762,부여군,규암면,여행/레저,관광명소,관광명소기타,15
자온양조장,126.88620525277469,36.27382464896502,부여군,규암면,생활편의,술집,술집기타,11
잠비,126.695964245291,36.3151604432196,부여군,외산면,생활편의,음식점,전문음식점,15
장미슈퍼,126.90933447241,36.276249384926,부여군,부여읍,쇼핑,슈퍼/마트,슈퍼/마트 기타,3
장미식당,126.886031037062,36.2705832339106,부여군,규암면,생활편의,음식점,한식,3
장산2리마을회관,126.987022867471,36.1760112262884,부여군,세도면,기업/단체,사회시설,회관,3
장수한의원,126.909751058101,36.281415465519,부여군,부여읍,의료편의,의료시설,한의원,3
장암면주민자치센터,126.886336797054,36.2431974652703,부여군,장암면,기업/단체,사회시설,사회복지시설,3
장암성결교회,126.885503511986,36.246252668348,부여군,장암면,생활편의,종교,교회시설,3
장어촌,126.91250277201648,36.27564444840117,부여군,부여읍,생활편의,음식점,전문음식점,3
장원막국수,126.90872330601528,36.289136802505,부여군,부여읍,생활편의,음식점,한식,2219
장월교회,127.052905051989,36.275444729337,부여군,초촌면,생활편의,종교,교회시설,3
장하교회,126.94749805761,36.2397259786826,부여군,장암면,생활편의,종교,교회시설,3
저동2리마을회관,126.76243079578292,36.28555306948635,부여군,내산면,기업/단체,사회시설,회관,4
저팔계,126.912195276691,36.2824153652667,부여군,부여읍,생활편의,음식점,한식,3
전통명가,126.895002174916,36.30432943959,부여군,규암면,생활편의,음식점,한식,11
정관장/고려인삼창점,126.873865434607,36.2726662624622,부여군,규암면,쇼핑,음식료,건강식품,9
정동2리마을회관,126.935470801139,36.3039130466516,부여군,부여읍,기업/단체,사회시설,회관,3
정림로3,126.90655098990652,36.27887565335175,부여군,부여읍,생활편의,카페,카페기타,10
정림사지,126.91408402670416,36.27899909824307,부여군,부여읍,여행/레저,관광명소,문화유적지,748
정림사지5층석탑,126.91333409078736,36.27930461481729,부여군,부여읍,여행/레저,관광명소,탑,908
정림사지박물관,126.915861649966,36.278582488946,부여군,부여읍,생활편의,문화생활시설,박물관/기념관,167
정림사지주차장,126.914250680916,36.2787213530288,부여군,부여읍,교통편의,자동차시설,주차장,3
제일약국,126.909639951908,36.281998731798,부여군,부여읍,의료편의,기타의료시설,약국,3
조선왕갈비,126.9104786,36.2844404,부여군,부여읍,생활편의,음식점,한식,9
족발신선생/부여점,126.91291949388386,36.2819876270942,부여군,부여읍,생활편의,음식점,전문음식점,19
지단애,126.70318591823,36.3038284412603,부여군,외산면,생활편의,카페,카페기타,7
지티보건진료소,126.73965502648988,36.28780268877749,부여군,내산면,의료편의,의료시설,보건소/지소,3
진달래관광농원,126.723990496706,36.197868404714,부여군,옥산면,여행/레저,숙박,숙박기타,32
진변리마을회관,126.8925852,36.2841338,부여군,규암면,기업/단체,사회시설,회관,3
차돌식당,126.7649526131986,36.19891399194853,부여군,옥산면,생활편의,음식점,한식,96
차부약국,126.909778838134,36.2808599733886,부여군,부여읍,의료편의,기타의료시설,약국,3
책방세간,126.88880854103,36.2737495553794,부여군,규암면,쇼핑,문화용품,서적브랜드,7
천금식당,126.779596199676,36.253806780551,부여군,내산면,생활편의,음식점,한식,3
천당3리마을회관,126.821343118446,36.1780934067184,부여군,충화면,기업/단체,사회시설,회관,3
천지성/[중식],126.920000288104,36.2648063031272,부여군,부여읍,생활편의,음식점,중식,8
초왕2리마을회관,126.853173830866,36.1532908470528,부여군,양화면,기업/단체,사회시설,회관,3
촌동네,126.895279927749,36.3043572157518,부여군,규암면,생활편의,음식점,한식,3
최강한의원,126.91075823177846,36.27843246434695,부여군,부여읍,의료편의,의료시설,한의원,3
충청남도동물위생시험소/부여지소,126.926138492917,36.2810544870299,부여군,부여읍,기업/단체,연구기관,국공립,6
친환경까치마을농촌체험관,127.04839472316394,36.2755985662716,부여군,초촌면,여행/레저,관광명소,체험학습,3
칠산떡방앗간,126.908474520703,36.1480139735378,부여군,임천면,생활편의,음식점,떡/한과,3
칠산침례교회,126.90783569225,36.1475695760998,부여군,임천면,생활편의,종교,교회시설,13
칠지공원,126.89900193868051,36.29027550746512,부여군,규암면,여행/레저,관광명소,공원,298
카라반파크,126.9297288874018,36.276028539948,부여군,부여읍,여행/레저,레저/스포츠,캠프장,3
